Date,Equal Weight,Custom Weight,SPY Benchmark
2020-01-03,-0.012726461466500211,-0.012070618395604218,-0.007572061602109104
2020-01-06,0.004915522726113064,0.005059937624776367,0.0038145541429615015
2020-01-07,-0.0005712166019668692,-0.003106787882840623,-0.0028115095824393643
2020-01-08,0.011296576550490581,0.013180805236333137,0.0053297287259783666
2020-01-09,0.014905536822607719,0.015690083870576643,0.006780491081779694
2020-01-10,0.0009942958605359726,0.0001232475654155518,-0.0028776418014472283
2020-01-13,0.021580407466661823,0.019626049833760463,0.006877302250577699
2020-01-14,-0.013066336296911561,-0.011949128839676028,-0.001524588507089586
2020-01-15,-0.001574830136368055,-0.0005067457684694522,0.002259803592782994
2020-01-16,0.014844279530473365,0.015076609020408284,0.008318407018221174
2020-01-17,0.006024351048857493,0.006948067376465339,0.0031124609728312436
2020-01-21,-0.0052475448652731975,-0.005222002962938732,-0.001958264043706359
2020-01-22,0.0025056686103391472,0.0012563723338243182,0.00012106527742750117
2020-01-23,0.007322079861339962,0.006587466187286762,0.0011464443754201081
2020-01-24,-0.007457043698997985,-0.007065931926533775,-0.008892987023053633
2020-01-27,-0.029056270693117447,-0.02665936856689375,-0.016029356654636673
2020-01-28,0.02674414864055641,0.02562342096770283,0.010479364943674518
2020-01-29,0.008908502626520839,0.012650165516413693,-0.0008262177417124317
2020-01-30,0.009286161409068608,0.010923417960241101,0.0032454862555779673
2020-01-31,-0.03241905261439163,-0.03127093257566445,-0.01815800269020318
2020-02-03,0.012709288773003369,0.011952008198882513,0.007428785618117439
2020-02-04,0.03140822527627041,0.03203101805070592,0.015241037269366098
2020-02-05,0.007207214778094347,0.005710954269324109,0.011548053264646585
2020-02-06,0.015449490998091637,0.01575584938343382,0.0033650892509056174
2020-02-07,-0.0075464027487424454,-0.006963228587001114,-0.0053298367807657065
2020-02-10,0.025379563256295052,0.021408961916104155,0.007465049687715775
2020-02-11,-0.0032996221565773447,-0.007701378058494735,0.001733216505110935
2020-02-12,0.014189787790564196,0.01355615761946476,0.0064425292814322965
2020-02-13,-0.006330893138847974,-0.006305510090159162,-0.0010667491674921648
2020-02-14,0.02645928367986975,0.017710184410177066,0.0016020808277539267
2020-02-18,0.0050761766152708585,0.0014121931924310433,-0.0025768418831215723
2020-02-19,0.0262047562009892,0.019219254017419418,0.004781223338152563
2020-02-20,-0.014865189642049227,-0.014025100656444068,-0.004108545963615873
2020-02-21,-0.03388013552372896,-0.0311777056832667,-0.010297940878823963
2020-02-24,-0.05377114395098832,-0.050385850915510136,-0.033165559036379744
2020-02-25,-0.03048900825294243,-0.02836810470354283,-0.030302105188284245
2020-02-26,0.01657609630950585,0.015617270306140131,-0.003678024097820254
2020-02-27,-0.063830896234206,-0.0654639589781453,-0.0449117490359886
2020-02-28,0.03092959036677704,0.023283315880626976,-0.0042014452026214455
2020-03-02,0.06106288048297818,0.06856562786407663,0.043306207906457894
2020-03-03,-0.039269189320894064,-0.039497206984143385,-0.028632473309174844
2020-03-04,0.051042898579816066,0.04724564990013391,0.042033317770187484
2020-03-05,-0.032322788295482595,-0.03090005560654581,-0.03324168791932802
2020-03-06,-0.022691852871767264,-0.021924552517530095,-0.016531294062327118
2020-03-09,-0.07476556924193992,-0.07423230260852678,-0.07809435578987012
2020-03-10,0.06804252161835081,0.06890660176721375,0.051745015847187714
2020-03-11,-0.04533084947971596,-0.04320501750823771,-0.04874886865195782
2020-03-12,-0.10532023816751271,-0.10191078286028535,-0.09567693521412757
2020-03-13,0.12512637976621202,0.12747128884883982,0.08548608332664265
2020-03-16,-0.15351932446138233,-0.14731901164762615,-0.10942355189335762
2020-03-17,0.07752321025669065,0.07177528272679488,0.053992043551088775
2020-03-18,-0.044361058561406666,-0.039931845860346614,-0.05063305221076608
2020-03-19,0.019611792932916705,0.013525275127441994,0.002124927756641304
2020-03-20,-0.04498171081914907,-0.04719776643504738,-0.04309387981407664
2020-03-23,0.0008369042311555663,-0.005741748591286688,-0.02556822583196805
2020-03-24,0.12092840934692457,0.11080125434071238,0.09060320274550038
2020-03-25,-0.009789241031225804,-0.00888974986712301,0.01497014656195228
2020-03-26,0.05416092640372535,0.05553135619052734,0.05839000673465522
2020-03-27,-0.033331845558200235,-0.036491750111615213,-0.02978589306708035
2020-03-30,0.04992108745336206,0.049728440664483876,0.03247558685008212
2020-03-31,-0.008420231837044581,-0.008605783361615283,-0.01490518395634799
2020-04-01,-0.055336393563515975,-0.05082700645365936,-0.045004922894665955
2020-04-02,0.029469930213285107,0.025161097808265122,0.023075342053612946
2020-04-03,-0.022943911868901212,-0.018482694482810924,-0.014454161160440737
2020-04-06,0.08733708870459485,0.08472330948275247,0.06716628029131666
2020-04-07,-0.019087850653685012,-0.0159232846425454,0.0010194741235161064
2020-04-08,0.022067268405148388,0.02036561300114128,0.03356846176892225
2020-04-09,-0.0025689908884087473,-8.600113625851787e-05,0.015217159734780772
2020-04-13,0.016036185431749596,0.013995267491151698,-0.009130119319966545
2020-04-14,0.050745846602001654,0.050444805170278474,0.029492954127571913
2020-04-15,-0.010185862366399956,-0.010032517324228874,-0.021247970830865937
2020-04-16,0.029106133155276732,0.025057004954325238,0.004824084340680157
2020-04-17,-0.004277671241366391,-0.003518035963581978,0.027015581731718363
2020-04-20,-0.019535098651415374,-0.019836497369914753,-0.017618063377419668
2020-04-21,-0.04445742814794477,-0.04112805018148689,-0.03036331990768515
2020-04-22,0.041503374344105406,0.037455747301117316,0.022194554481515638
2020-04-23,-0.007818622156747779,-0.007886658714642647,-7.173212327260536e-05
2020-04-24,0.022258559197149735,0.02278081712189133,0.013938855516846482
2020-04-27,0.007902081122746374,0.004309663190170188,0.01441851728084842
2020-04-28,-0.019941351416630705,-0.020078778505249972,-0.004598561863811912
2020-04-29,0.03402908985145443,0.035961185910281926,0.02617851423701545
2020-04-30,0.003474035583268198,0.00831010279561546,-0.009310852520464152
2020-05-01,-0.024831416857570766,-0.023297108674715638,-0.026473462256458746
2020-05-04,0.022901094896579544,0.021462531748237316,0.002758400876059497
2020-05-05,0.01138520956943904,0.011980078463276067,0.009239332588624638
2020-05-06,0.01131740488082896,0.01082337321148259,-0.006778603269290695
2020-05-07,0.013309048886059141,0.011215839395796179,0.012066611913170933
2020-05-08,0.01823693417055098,0.016878877379726376,0.016546293802347956
2020-05-11,0.0197580314607572,0.017232813673130523,0.00020532301042686107
2020-05-12,-0.022229479977227573,-0.020153740700794478,-0.01993158821842611
2020-05-13,-0.0100267939484913,-0.011455388939727773,-0.017686230334796993
2020-05-14,0.01422693963631268,0.010632684952158966,0.01196729639497729
2020-05-15,0.02198972244889985,0.01492509908413755,0.00459732229131915
2020-05-18,0.02122592612612347,0.019358696537476617,0.03045941651075612
2020-05-19,-0.002128704799839435,-0.0038173684251010536,-0.010270935527065816
2020-05-20,0.01733347125577467,0.017063909904941044,0.01698784637910733
2020-05-21,-0.01372609978488637,-0.012129042449020067,-0.006904004840683653
2020-05-22,0.011826009010079241,0.008470519790404875,0.001899099302068219
2020-05-26,-0.01717444231005031,-0.013773696048052033,0.012320578151587602
2020-05-27,-0.005467545184436225,-0.0021447876497135087,0.014879058819234903
2020-05-28,-0.0021004325952879155,-0.0016231820724837978,-0.0018448689363393944
2020-05-29,0.018333177279785152,0.01284466594590068,0.004455907444562257
2020-06-01,0.0007347421002422694,0.0024421210232036254,0.00404174390629497
2020-06-02,0.006054561761020002,0.006833984914930547,0.008279923054776317
2020-06-03,0.0005404851250121838,0.0019119804091573434,0.013308380996768898
2020-06-04,-0.007220478434505017,-0.00868737464675813,-0.0026268680904508734
2020-06-05,0.023129633979896237,0.024253554481855445,0.025629872473326376
2020-06-08,-0.000261179201291465,0.00226507680355168,0.012087531941979535
2020-06-09,0.022198046892265122,0.021163506801830857,-0.007456705087298343
2020-06-10,0.032758923232659644,0.03221919525553907,-0.005580253154365167
2020-06-11,-0.05420529914674536,-0.05286499680614745,-0.05764883037921431
2020-06-12,0.010671607492625041,0.009708011736539525,0.011975595070562006
2020-06-15,0.015255654211600762,0.012905216046141721,0.009335348116261466
2020-06-16,0.013178158600510451,0.018108344993465874,0.019248463431290608
2020-06-17,0.006846572070897264,0.004521835721038281,-0.004154033285655334
2020-06-18,0.0030527967288071314,0.004053045315915193,0.00038478749114934097
2020-06-19,-0.00232753881644839,-0.0037313904838182756,-0.005714933566686287
2020-06-22,0.02753501442997863,0.02730847539641137,0.006415401860489167
2020-06-23,0.00665652841652442,0.009599044204000307,0.004603650466942222
2020-06-24,-0.020169261595787948,-0.019663440641566797,-0.02550893461035708
2020-06-25,0.017822875251349846,0.015876110519592368,0.010720789993784008
