Date,AAPL,MSFT,NVDA
2020-01-03,-0.00972213110379494,-0.012451583122962795,-0.016006074037567153
2020-01-06,0.00796856159341841,0.0025846688167920906,0.004193855534015523
2020-01-07,-0.004703291120300435,-0.009117722828777874,0.012106556926702705
2020-01-08,0.016086291266786734,0.015928434980786665,0.001875592868429976
2020-01-09,0.021240792368791395,0.01249260269933794,0.010982320160268122
2020-01-10,0.002260821468974328,-0.00462666227416908,0.005349696466923959
2020-01-13,0.02136427827828924,0.012024125089320492,0.031352198092692296
2020-01-14,-0.013503394513806888,-0.007042945556765434,-0.018652222752392644
2020-01-15,-0.004285443483827089,0.006476005307130439,-0.006915251439429726
2020-01-16,0.012526634743131648,0.018323277827733797,0.013682396674912667
2020-01-17,0.011070781147042075,0.005597079808100203,0.0014060008015577274
2020-01-21,-0.006776870281222758,-0.0035908956324712804,-0.005375330913158338
2020-01-22,0.00356951615193557,-0.004804663076855564,0.00875222735861736
2020-01-23,0.0048159163657695014,0.006155671624124892,0.010994917304969043
2020-01-24,-0.002881833512984877,-0.010077077374522347,-0.009412224687515902
2020-01-27,-0.029405611811767596,-0.016723012211814936,-0.041041154801268354
2020-01-28,0.02828961116704032,0.019595972878913237,0.03234811160600426
2020-01-29,0.020932448610961885,0.015592570558562224,-0.009799578237774664
2020-01-30,-0.0014491772644530387,0.02820787852868656,0.0010994876140852927
2020-01-31,-0.044338734740134056,-0.014758576244437993,-0.03815934066362836
2020-02-03,-0.002746340004507686,0.024378707516672593,0.01649528063006489
2020-02-04,0.033013789426990625,0.032916321306307283,0.02829434347787907
2020-02-05,0.008154259287004972,-0.0012212420660042689,0.014688750179785659
2020-02-06,0.011696663721952882,0.020733739894846837,0.013917389894832155
2020-02-07,-0.013592569884786965,0.0014159938029614239,-0.010461972564190125
2020-02-10,0.004749586343075318,0.02615656226233032,0.045232407124601304
2020-02-11,-0.006033079620689108,-0.022575167008330954,0.018709301876043583
2020-02-12,0.023747490570914742,0.0014636875263436266,0.017357720104722585
2020-02-13,-0.007121115369989384,-0.005413688775162462,-0.006457878764823177
2020-02-14,0.00024641784528256494,0.008926945086832339,0.07020471416163288
2020-02-18,-0.018310472434795333,0.01014308273214759,0.023396361598583493
2020-02-19,0.014483002818828083,0.0029987652143235177,0.061132259210807005
2020-02-20,-0.01025934152045449,-0.015270911147030164,-0.01906575415275913
2020-02-21,-0.022634934592954403,-0.03161270335698607,-0.04739234686420968
2020-02-24,-0.04750037606168023,-0.04311545177378717,-0.07069761373995265
2020-02-25,-0.03387220800473989,-0.01650200552271186,-0.041093037540692934
2020-02-26,0.015863927625129337,0.012494898355510431,0.021369704540791457
2020-02-27,-0.06536861281509954,-0.07045883668563069,-0.05566544316711397
2020-02-28,-0.0005847818074045108,0.02421281853662216,0.0691605780834379
2020-03-02,0.093100612536128,0.0665390213501349,0.023549363215229935
2020-03-03,-0.03175906462783973,-0.04791921263793664,-0.03812882624648706
2020-03-04,0.0463843520825129,0.03671509157048902,0.07002883843224716
2020-03-05,-0.03243687172906595,-0.02509562201172366,-0.03943625225423364
2020-03-06,-0.013280245152509806,-0.028266979537194703,-0.026528631510837952
2020-03-09,-0.0790919499671251,-0.06777257753280952,-0.07743176945024999
2020-03-10,0.07202156270222448,0.0683840204251811,0.06372212087403617
2020-03-11,-0.03473063999914938,-0.045301999826932726,-0.05595986248106388
2020-03-12,-0.09875454190995558,-0.0948382373297374,-0.12236749566800864
2020-03-13,0.11980772838540599,0.14216878878989192,0.11340181425248597
2020-03-16,-0.1286467154320392,-0.14739029991728403,-0.18452125714907042
2020-03-17,0.04397015119345116,0.08233659356079315,0.10626317185296008
2020-03-18,-0.02447979131096023,-0.042096100756585986,-0.06650712206670695
2020-03-19,-0.0076621290949436816,0.016453013159979823,0.05004438196029026
2020-03-20,-0.06348552893084092,-0.03755875958946575,-0.03390152275509162
2020-03-23,-0.021244131317857073,-0.00997435530791213,0.033730171486147764
2020-03-24,0.10032530463547662,0.0908952288768432,0.17156419984174276
2020-03-25,-0.005508866025282,-0.009571921264593608,-0.014286774885588494
2020-03-26,0.05262328979650199,0.06255099185247981,0.04730894095416649
2020-03-27,-0.041402341965108946,-0.041061005780252624,-0.017532322791125377
2020-03-30,0.02853790850552862,0.07034076788780053,0.05088454895982886
2020-03-31,-0.0020408670779656912,-0.015727419394702458,-0.007492833497352858
2020-04-01,-0.05261693626064967,-0.03550833110894824,-0.0778832677150465
2020-04-02,0.01668662571481483,0.020708657667335206,0.05101409626179443
2020-04-03,-0.014371239018471038,-0.009210097793327932,-0.045249927154466185
2020-04-06,0.08723720179568972,0.07436779068735544,0.10040606341078173
2020-04-07,-0.011582052012700239,-0.010770156273925302,-0.03491082106673016
2020-04-08,0.025594589537329293,0.010031152758404493,0.03057576971550069
2020-04-09,0.007215648431970978,6.0247799785528855e-05,-0.014984152937261408
2020-04-13,0.01962784978842591,0.0022406347123009596,0.026240777047844555
2020-04-14,0.05050319409000825,0.0494833356174289,0.05225127059754753
2020-04-15,-0.009127215206806594,-0.010477489828766284,-0.010952653612303687
2020-04-16,0.007945693409504573,0.03002068851769013,0.04935183905280205
2020-04-17,-0.013568506223028076,0.008811666251116401,-0.008075976682006214
2020-04-20,-0.02075715366225661,-0.01982104079437752,-0.01802797389725508
2020-04-21,-0.030909889361437903,-0.04135686612772849,-0.06110444338820531
2020-04-22,0.028803302478778603,0.03396479296933763,0.0617416518215721
2020-04-23,-0.0038753931081280113,-0.012102449157188944,-0.007478572355015034
2020-04-24,0.02886952744622384,0.018259149765785576,0.01964699957468441
2020-04-27,0.0007070961245301266,-0.0028646685954445417,0.025864376231592434
2020-04-28,-0.01620964274856329,-0.024360765979243415,-0.01925402362586981
2020-04-29,0.03284533325104566,0.04487376078924976,0.024368408959853705
2020-04-30,0.021096128297745986,0.010032489569885339,-0.020706237576790576
2020-05-01,-0.016099379133209024,-0.025891763635543796,-0.03250295777184642
2020-05-04,0.014148747492766178,0.024460274554704453,0.030093775051734717
2020-05-05,0.015008711779908923,0.01073588927455238,0.008410932020062267
2020-05-06,0.010317396421900549,0.009847043446757242,0.01378782518257049
2020-05-07,0.010344810185879183,0.00580733101239983,0.02377496299334858
2020-05-08,0.023801781949698064,0.005882086803239872,0.025027153669743063
2020-05-11,0.015735313143677265,0.011154413452311163,0.03238436578239856
2020-05-12,-0.011427927632263524,-0.022651608640161247,-0.03260846571661913
2020-05-13,-0.012074302277493065,-0.015122530531197276,-0.0028835120469120623
2020-05-14,0.006143259672204415,0.004339229189683325,0.03219802031675445
2020-05-15,-0.005912078741097115,0.014568238525612731,0.057312776171708046
2020-05-18,0.023561253307365027,0.009554449428004874,0.030562751415286193
2020-05-19,-0.00577831701575815,-0.006922310661587661,0.00631362328867735
2020-05-20,0.019447887112994167,0.013870905017749902,0.01868161067796792
2020-05-21,-0.007455538633564296,-0.012011189922325416,-0.021711172745278562
2020-05-22,0.006438392847905705,0.000436017800938604,0.028603339628680224
2020-05-26,-0.006773389216010006,-0.010571754073813056,-0.0341780637970277
2020-05-27,0.004357012508287017,0.0013220723034650383,-0.02208154790518313
2020-05-28,0.00044032082385569993,-0.0022552307340064637,-0.004486572775147191
2020-05-29,-0.0009743406141475841,0.010198513480817128,0.04577550289749821
2020-06-01,0.012298400148226696,-0.002292086694210771,-0.00780236935167633
2020-06-02,0.004629085570265978,0.011377180416975996,0.002157773235491822
